im	marker	bGood	iLG	chr	coorGenet	startCtgOnChr	indexOnPath
5795	NODE_9859_length_5226_cov_1.95512_B0_start1824	True	4	chr20	85.0519605326	4960980	-1
5796	NODE_2099_length_28439_cov_2.092_B1_start24709	True	4	chr20	89.279829934	5062500	56
5797	NODE_2099_length_28439_cov_2.092_B0_start5817	True	4	chr20	91.0657340641	5062500	57
5798	NODE_1976_length_29418_cov_2.45445_B0_start9771,10004,10022,12695,12697,28131,28131	True	4	chr20	90.2058618715	5122500	-1
5799	NODE_599_length_52879_cov_2.51866_B0_start15602,15602	True	4	chr20	94.7037017782	5203500	-1
5800	NODE_3742_length_18914_cov_2.25049_B0_start8173	True	4	chr20	94.7037017782	5284800	-1
5801	NODE_4882_length_14545_cov_2.43718_B0_start4967,4967	True	4	chr20	94.7037017782	5304060	58
5802	NODE_9143_length_6061_cov_2.77282___5524	False	4	chr20	94.7037017782	5318940	-1
5803	NODE_1858_length_30549_cov_2.29869_B0_start6021,6165	True	4	chr20	98.7876033289	5367060	59
5804	NODE_1176_length_39376_cov_2.45021_B2_start31050,31051	True	4	chr20	100.78787006	5427780	60
5805	NODE_4441_length_16188_cov_2.47787___14045	False	4	chr20	100.78787006	5467500	-1
5806	NODE_1176_length_39376_cov_2.45021_B0_start3707,3707,9436,9436,13816	True	4	chr20	104.790005443	5530320	61
5807	NODE_1176_length_39376_cov_2.45021_B1_start20396	True	4	chr20	105.780136808	5530320	62
5808	NODE_565_length_54634_cov_2.36185_B0_start15487	True	4	chr20	105.280169165	5571060	-1
5809	NODE_704_length_48868_cov_2.72383_B0_start15287,15287,17525,17816,19635,19839,26652	True	4	chr20	110.834942652	5706180	63
5810	NODE_1199_length_39139_cov_2.84001_B0_start2740	True	4	chr20	113.835843138	5760780	-1
5811	NODE_1199_length_39139_cov_2.84001_B1_start18245	True	4	chr20	115.836109869	5760780	65
5812	NODE_1562_length_33845_cov_2.55913_B0_start6887,25097	True	4	chr20	113.835843138	5800260	64
5813	NODE_4433_length_16213_cov_2.98869___12990	False	4	chr20	113.835843138	5834460	-1
5814	NODE_5730_length_12082_cov_2.69479_B0_start637,10141	True	4	chr20	113.835843138	5851020	-1
5815	NODE_8138_length_7379_cov_2.7398___2022	False	4	chr20	113.835843138	5863440	-1
5816	NODE_2090_length_28559_cov_2.51762_B0_start837,837,25714,25714	True	4	chr20	115.836109869	5893980	66
5817	NODE_4886_length_14537_cov_2.02851_B0_start4671,4671	True	4	chr20	119.098135962	5939400	67
5818	NODE_7928_length_7705_cov_4.51174_B0_start2574,2806,2806	True	4	chr20	119.098135962	5954280	-1
5819	NODE_2198_length_27680_cov_2.82955_B0_start11972,18895,19955,20035,21188	True	4	chr20	120.173446223	5976900	-1
5820	NODE_2827_length_23150_cov_3.03974_B0_start8903,10414	True	4	chr20	120.173446223	6004920	-1
5821	NODE_3990_length_17938_cov_2.59843_B0_start1566	True	4	chr20	120.173446223	6048300	-1
5822	NODE_4579_length_15707_cov_9.56192_B0_start10311,10311	True	4	chr20	120.173446223	6066540	-1
5823	NODE_5528_length_12582_cov_2.39907_B0_start10123,10123	True	4	chr20	120.173446223	6082560	-1
5824	NODE_5593_length_12413_cov_9.93914_B0_start2503	True	4	chr20	120.173446223	6095460	-1
5825	NODE_5768_length_11989_cov_2.35724_B0_start9834	True	4	chr20	120.173446223	6108180	-1
5826	NODE_5948_length_11552_cov_1.78843_B0_start7370	True	4	chr20	120.173446223	6120480	-1
5827	NODE_6173_length_11010_cov_2.31671___10679	False	4	chr20	120.173446223	6132360	-1
5828	NODE_6173_length_11010_cov_2.31671___10680	False	4	chr20	120.173446223	6132360	-1
5829	NODE_6984_length_9364_cov_2.47192_B0_start6018,6018	True	4	chr20	120.173446223	6143700	-1
5830	NODE_7134_length_9113_cov_3.78198_B0_start2054,2054	True	4	chr20	120.173446223	6153420	-1
5831	NODE_7249_length_8904_cov_2.3306___7982	False	4	chr20	120.173446223	6162840	-1
5832	NODE_7262_length_8882_cov_2.23804_B0_start4422	True	4	chr20	120.173446223	6172080	-1
5833	NODE_7271_length_8866_cov_2.57211_B0_start4304	True	4	chr20	120.173446223	6181320	-1
5834	NODE_7371_length_8685_cov_2.63572_B0_start3973	True	4	chr20	120.173446223	6190500	-1
5835	NODE_8093_length_7439_cov_2.53527_B0_start183,4371,4371	True	4	chr20	120.173446223	6199500	69
5836	NODE_10274_length_4779_cov_2.68385_B0_start2715	True	4	chr20	120.173446223	6224280	68
5837	NODE_16118_length_1653_cov_2.59608_B0_start474	True	4	chr20	120.173446223	6260820	-1
5838	NODE_19928_length_1209_cov_3.28177_B0_start511	True	4	chr20	120.173446223	6275280	-1
5839	NODE_20610_length_1163_cov_4.27212_B0_start1007	True	4	chr20	120.173446223	6276840	-1
5840	NODE_22581_length_1054_cov_66.8582_B0_start25	True	4	chr20	120.173446223	6278340	-1
5841	NODE_1550_length_34082_cov_2.28785_B0_start26935,26935	True	26	chr21	0	0	1
5842	NODE_14465_length_2050_cov_2.20602___583	False	26	chr21	0	34440	-1
5843	NODE_14465_length_2050_cov_2.20602___583	False	26	chr21	0	34440	-1
5844	NODE_1292_length_37683_cov_2.7029_B0_start16645	True	26	chr21	0.990131364809	70320	2
5845	NODE_663_length_50308_cov_2.68106_B0_start41070	True	26	chr21	3.0106082817	196440	-1
5846	NODE_2413_length_25922_cov_2.74608_B0_start12815,12815,12911,21603,21640	True	26	chr21	3.0106082817	247080	3
5847	NODE_3841_length_18527_cov_2.24859___2692	False	26	chr21	3.0106082817	273360	-1
5848	NODE_9088_length_6123_cov_2.28083_B0_start808,874,1781	True	26	chr21	3.0106082817	292200	-1
5849	NODE_3841_length_18527_cov_2.24859___17170	False	26	chr21	8.16982009346	338640	-1
5850	NODE_3841_length_18527_cov_2.24859___17171	False	26	chr21	8.16982009346	338640	-1
5851	NODE_4418_length_16265_cov_2.387_B0_start5016	True	26	chr21	8.16982009346	357480	4
5852	NODE_4835_length_14693_cov_2.53562___7483	False	26	chr21	12.2124249249	409440	-1
5853	NODE_7889_length_7757_cov_2.0803_B0_start6144,6215	True	26	chr21	12.2124249249	424440	5
5854	NODE_3041_length_22058_cov_2.25261___4889	False	26	chr21	20.393896114	433560	-1
5855	NODE_3041_length_22058_cov_2.25261___4962	False	26	chr21	20.393896114	433560	-1
5856	NODE_3923_length_18226_cov_1.92012___2828	False	26	chr21	20.393896114	455940	-1
5857	NODE_5762_length_11997_cov_1.81026_B0_start801	True	26	chr21	20.393896114	474480	6
5858	NODE_296_length_71004_cov_2.71699_B2_start66632,66835	True	26	chr21	23.7659601538	494520	-1
5859	NODE_321_length_69164_cov_2.47247_B0_start41966,42112,42131,42200,56369	True	26	chr21	23.7659601538	565860	-1
5860	NODE_749_length_47806_cov_2.87035_B1_start45315	True	26	chr21	23.7659601538	635340	7
5861	NODE_785_length_46958_cov_2.63529_B0_start1346	True	26	chr21	23.7659601538	683460	-1
5862	NODE_2313_length_26659_cov_2.68172_B0_start8241	True	26	chr21	23.7659601538	730740	-1
5863	NODE_3041_length_22058_cov_2.25261___4889	False	26	chr21	23.7659601538	757740	-1
5864	NODE_3041_length_22058_cov_2.25261___4962	False	26	chr21	23.7659601538	757740	-1
5865	NODE_6303_length_10744_cov_2.00923___6429	False	26	chr21	23.7659601538	796080	-1
5866	NODE_7081_length_9208_cov_2.46946___2788	False	26	chr21	23.7659601538	807180	-1
5867	NODE_8634_length_6677_cov_2.50885___4704	False	26	chr21	23.7659601538	816720	-1
5868	NODE_5282_length_13276_cov_2.40569_B0_start9215	True	26	chr21	24.8896029464	867780	8
5869	NODE_3739_length_18942_cov_2.36931_B0_start9941	True	26	chr21	25.8997383123	889140	-1
5870	NODE_10791_length_4266_cov_2.61139_B0_start1071,1270,1712	True	26	chr21	25.8997383123	908400	9
5871	NODE_820_length_46045_cov_2.74481_B0_start1929,1929	True	26	chr21	29.0257561613	997560	10
5872	NODE_820_length_46045_cov_2.74481_B1_start14019,14019,14030,14030,14044,14044	True	26	chr21	29.8354156324	997560	-1
5873	NODE_820_length_46045_cov_2.74481_B2_start36714	True	26	chr21	31.428570116	997560	-1
5874	NODE_7997_length_7573_cov_2.64846_B0_start4478,4478,4478	True	26	chr21	31.2790350043	1238460	-1
5875	NODE_6728_length_9875_cov_2.70109_B0_start6309	True	26	chr21	31.3448824003	1246380	-1
5876	NODE_2147_length_28054_cov_2.49032_B1_start12200	True	26	chr21	31.6423460392	1256580	-1
5877	NODE_2461_length_25582_cov_2.60737_B0_start14618	True	26	chr21	32.4753997357	1317180	11
5878	NODE_2682_length_23954_cov_2.5769_B0_start348	True	26	chr21	32.4753997357	1343100	12
5879	NODE_2682_length_23954_cov_2.5769_B1_start18323	True	26	chr21	33.6382428439	1343100	13
5880	NODE_370_length_65258_cov_2.50861_B0_start7210,7210,8807,8828	True	26	chr21	35.6385095746	1386120	-1
5881	NODE_2307_length_26748_cov_2.64331_B0_start1996,2030,2044,2355,2419,13626,13738	True	26	chr21	35.6385095746	1451700	14
5882	NODE_2307_length_26748_cov_2.64331_B1_start22585,22585	True	26	chr21	36.6094138674	1451700	-1
5883	NODE_4522_length_15890_cov_2.61756_B0_start12532	True	26	chr21	35.6385095746	1478760	-1
5884	NODE_1445_length_35574_cov_2.64613_B1_start28705,28705,28850,28850	True	26	chr21	36.6094138674	1494960	15
5885	NODE_1445_length_35574_cov_2.64613_B0_start2627,9341	True	26	chr21	38.5514055332	1494960	16
5886	NODE_81_length_99336_cov_2.57199_B0_start12142,26117	True	26	chr21	38.5514055332	1530840	-1
5887	NODE_8369_length_7048_cov_2.37256___5036	False	26	chr21	38.5514055332	1630500	-1
5888	NODE_8671_length_6635_cov_2.81542___3614	False	26	chr21	38.5514055332	1637880	-1
5889	NODE_8671_length_6635_cov_2.81542___3614	False	26	chr21	38.5514055332	1637880	-1
5890	NODE_10620_length_4437_cov_3.02295_B0_start934	True	26	chr21	41.4368214143	1654380	17
5891	NODE_921_length_43965_cov_2.55029_B0_start43283,43311	True	26	chr21	48.6658828548	1933860	18
5892	NODE_4978_length_14203_cov_2.79027___6760	False	26	chr21	48.6658828548	1978140	-1
5893	NODE_1943_length_29771_cov_2.41402_B0_start22627,22627	True	26	chr21	49.9817482707	1992660	20
5894	NODE_4266_length_16817_cov_2.25776_B0_start14592	True	26	chr21	49.9817482707	2022780	19
5895	NODE_6853_length_9647_cov_2.31226_B0_start9224	True	26	chr21	49.9817482707	2039940	-1
5896	NODE_7588_length_8289_cov_2.42579___3117	False	26	chr21	49.9817482707	2049900	-1
5897	NODE_659_length_50546_cov_2.5535_B0_start7101,7101	True	26	chr21	53.17432187	2074500	21
5898	NODE_659_length_50546_cov_2.5535_B1_start19864	True	26	chr21	55.1163135358	2074500	22
5899	NODE_897_length_44386_cov_2.6385_B0_start8910,8910,8941,12292,28306	True	26	chr21	59.0398943079	2244000	23
5900	NODE_1586_length_33569_cov_2.39264_B0_start13024,14314	True	26	chr21	60.0014624043	2325780	24
5901	NODE_4905_length_14471_cov_2.3933_B0_start6566	True	26	chr21	60.0014624043	2359680	-1
5902	NODE_155_length_84211_cov_2.76589_B0_start4803	True	26	chr21	64.003597788	2553780	25
5903	NODE_155_length_84211_cov_2.76589_B1_start23175	True	26	chr21	64.003597788	2553780	-1
5904	NODE_1593_length_33471_cov_2.64166_B0_start1100,1190	True	26	chr21	64.003597788	2638320	26
5905	NODE_2123_length_28234_cov_2.7173___7820	False	26	chr21	64.003597788	2672100	-1
5906	NODE_2123_length_28234_cov_2.7173___7886	False	26	chr21	64.003597788	2672100	-1
5907	NODE_2123_length_28234_cov_2.7173___8710	False	26	chr21	64.003597788	2672100	-1
5908	NODE_3873_length_18431_cov_2.7317_B0_start748,17477	True	26	chr21	64.003597788	2700660	-1
5909	NODE_2167_length_27921_cov_2.5238_B0_start11939,11990	True	26	chr21	65.7895019181	2814360	-1
5910	NODE_8985_length_6243_cov_2.46193_B0_start3997,4125	True	26	chr21	65.7895019181	2842620	-1
5911	NODE_9469_length_5665_cov_2.61025_B0_start2361,2361,2391,2391	True	26	chr21	65.7895019181	2849220	27
5912	NODE_638_length_51288_cov_2.7647_B0_start8570,8904,11658,11861,17211,17211	True	26	chr21	66.8204662782	3068940	28
5913	NODE_7586_length_8295_cov_2.70693___442	False	26	chr21	66.8204662782	3151080	-1
5914	NODE_7586_length_8295_cov_2.70693___506	False	26	chr21	66.8204662782	3151080	-1
5915	NODE_7586_length_8295_cov_2.70693___708	False	26	chr21	65.7895019181	3151080	-1
5916	NODE_292_length_71215_cov_2.58479_B0_start19762,23195	True	26	chr21	67.9969911487	3192120	-1
5917	NODE_779_length_47190_cov_2.62522_B0_start20989,32176	True	26	chr21	67.9969911487	3263640	-1
5918	NODE_1782_length_31336_cov_2.12206_B0_start2136	True	26	chr21	67.9969911487	3311160	-1
5919	NODE_3433_length_20170_cov_2.49893_B0_start18284	True	26	chr21	67.9969911487	3371400	-1
5920	NODE_4447_length_16160_cov_2.66259_B0_start10833	True	26	chr21	67.9969911487	3391920	-1
5921	NODE_6497_length_10362_cov_2.11456_B0_start5818	True	26	chr21	67.9969911487	3408420	29
5922	NODE_777_length_47296_cov_2.58875___29172	False	26	chr21	69.1735160192	3506760	-1
5923	NODE_777_length_47296_cov_2.58875___29265	False	26	chr21	69.1735160192	3506760	-1
5924	NODE_1645_length_32809_cov_2.44802_B0_start1000,31261,31261	True	26	chr21	69.1735160192	3554400	30
5925	NODE_9049_length_6165_cov_2.62711___5696	False	26	chr21	69.1735160192	3587520	-1
5926	NODE_9049_length_6165_cov_2.62711___5720	False	26	chr21	69.1735160192	3587520	-1
5927	NODE_3960_length_18070_cov_2.59575_B0_start14907	True	26	chr21	70.1193301413	3594000	-1
5928	NODE_1130_length_40164_cov_2.56038___10085	False	26	chr21	75.1807316114	3684360	-1
5929	NODE_1130_length_40164_cov_2.56038___12113	False	26	chr21	75.1807316114	3684360	-1
5930	NODE_1130_length_40164_cov_2.56038___12113	False	26	chr21	75.1807316114	3684360	-1
5931	NODE_2306_length_26750_cov_2.80407_B0_start10013,11412,11504	True	26	chr21	75.1807316114	3724860	31
5932	NODE_30151_length_813_cov_2.08406___328	False	26	chr21	75.1807316114	3751920	-1
5933	NODE_30151_length_813_cov_2.08406___328	False	26	chr21	75.1807316114	3751920	-1
5934	NODE_488_length_58690_cov_2.85057_B0_start21926	True	26	chr21	84.6829117557	3891060	32
5935	NODE_1300_length_37566_cov_2.57955_B0_start14079,24331,33736	True	26	chr21	86.5879040674	3965640	33
5936	NODE_3328_length_20699_cov_2.7413_B0_start8065,11255,11536	True	26	chr21	86.5879040674	4003560	-1
5937	NODE_2058_length_28845_cov_2.55306_B0_start2215,12195,15355,16831,16831	True	26	chr21	91.4937968653	4099620	34
5938	NODE_3421_length_20217_cov_3.05733_B0_start10528	True	26	chr21	92.4647011581	4159740	35
5939	NODE_1498_length_34772_cov_2.82414_B0_start31811	True	26	chr21	94.6628573292	4222860	36
5940	NODE_2685_length_23934_cov_2.43362_B0_start6242,15188	True	26	chr21	96.792769627	4272540	-1
5941	NODE_5049_length_13955_cov_2.52277_B0_start11787,11787	True	26	chr21	97.2687436248	4296780	-1
5942	NODE_1679_length_32422_cov_2.80631_B0_start10507,16603	True	26	chr21	98.034921369	4311060	37
5943	NODE_3337_length_20664_cov_2.96212___11470	False	26	chr21	98.034921369	4343820	-1
5944	NODE_3337_length_20664_cov_2.96212___11705	False	26	chr21	98.034921369	4343820	-1
5945	NODE_3337_length_20664_cov_2.96212___11797	False	26	chr21	98.034921369	4343820	-1
5946	NODE_1066_length_41439_cov_2.69244_B0_start6086	True	26	chr21	100.015378274	4365900	38
5947	NODE_1723_length_31987_cov_2.4747___8631	False	26	chr21	100.015378274	4407660	-1
5948	NODE_1723_length_31987_cov_2.4747___8631	False	26	chr21	100.015378274	4407660	-1
5949	NODE_7144_length_9104_cov_2.77374_B0_start4796,4796,4857,4857	True	26	chr21	100.015378274	4440000	-1
5950	NODE_2408_length_25959_cov_2.54544___19959	False	26	chr21	101.015411609	4449420	-1
5951	NODE_2865_length_22936_cov_2.96568_B0_start10885	True	26	chr21	101.015411609	4475700	39
5952	NODE_2532_length_24925_cov_2.67523_B0_start4194,6935,17673,17673,19163	True	26	chr21	101.786533683	4523520	-1
5953	NODE_1074_length_41322_cov_2.14942_B0_start2844	True	26	chr21	104.077592871	4556700	40
5954	NODE_1328_length_37307_cov_2.82979_B0_start36918	True	26	chr21	105.067724236	4668840	41
5955	NODE_4540_length_15828_cov_2.59363_B0_start334	True	26	chr21	105.875901265	4706460	-1
5956	NODE_4768_length_14960_cov_2.97715_B0_start12673,12694	True	26	chr21	109.110329067	4873800	42
5957	NODE_490_length_58507_cov_2.67383_B4_start44472	True	26	chr21	110.071897164	4899840	43
5958	NODE_490_length_58507_cov_2.67383_B1_start9538,9930	True	26	chr21	111.995211205	4899840	44
5959	NODE_490_length_58507_cov_2.67383_B3_start9940,24861,26334	True	26	chr21	111.995211205	4899840	-1
5960	NODE_490_length_58507_cov_2.67383_B2_start9930,9940	True	26	chr21	112.471416079	4899840	-1
5961	NODE_490_length_58507_cov_2.67383_B0_start7567	True	26	chr21	112.947620954	4899840	-1
5962	NODE_4736_length_15095_cov_2.6072___11095	False	26	chr21	110.071897164	4958700	-1
5963	NODE_4736_length_15095_cov_2.6072___11224	False	26	chr21	110.071897164	4958700	-1
5964	NODE_4736_length_15095_cov_2.6072___11224	False	26	chr21	110.071897164	4958700	-1
5965	NODE_4743_length_15054_cov_2.55241_B0_start11476,11476,11578	True	26	chr21	112.947620954	4996980	45
5966	NODE_5816_length_11860_cov_2.40223_B0_start2022,2022,6095,6133	True	26	chr21	113.928044523	5037780	46
5967	NODE_8430_length_6949_cov_2.75579_B0_start2152	True	26	chr21	114.460433766	5060220	-1
5968	NODE_3608_length_19449_cov_2.28583_B0_start1541,6391	True	26	chr21	114.473580413	5068680	-1
5969	NODE_469_length_59694_cov_2.6054_B0_start800,800,2904,2904,2976,2976,9517,9860	True	26	chr21	115.104569394	5117880	-1
5970	NODE_469_length_59694_cov_2.6054_B1_start20249	True	26	chr21	116.354634504	5117880	48
5971	NODE_469_length_59694_cov_2.6054_B2_start35909,46900,46900,47081	True	26	chr21	117.465791343	5117880	49
5972	NODE_3195_length_21319_cov_2.61625_B0_start12653	True	26	chr21	115.104569394	5177880	-1
5973	NODE_3195_length_21319_cov_2.61625_B1_start12653,12653	True	26	chr21	115.104569394	5177880	-1
5974	NODE_3442_length_20141_cov_2.83775_B0_start706	True	26	chr21	115.104569394	5199540	-1
5975	NODE_7638_length_8192_cov_2.85797_B0_start4172	True	26	chr21	115.104569394	5220000	47
5976	NODE_8068_length_7474_cov_2.76112_B0_start845,2061,2268,2268,2461,2461	True	26	chr21	115.104569394	5228520	-1
5977	NODE_8315_length_7125_cov_2.15281_B0_start4335	True	26	chr21	115.104569394	5236320	-1
5978	NODE_276_length_72833_cov_2.75569_B1_start72594	True	26	chr21	118.418201092	5319180	50
5979	NODE_276_length_72833_cov_2.75569_B0_start8010,11511	True	26	chr21	119.238002127	5319180	-1
5980	NODE_3060_length_21941_cov_2.8295___1592	False	26	chr21	118.418201092	5392320	-1
5981	NODE_3060_length_21941_cov_2.8295___17377	False	26	chr21	123.183710082	5428140	-1
5982	NODE_4131_length_17404_cov_2.20236_B0_start8665,8665	True	26	chr21	123.183710082	5450400	51
5983	NODE_40_length_124264_cov_2.80931_B2_start104013,121387	True	26	chr21	126.309727931	5540460	-1
5984	NODE_40_length_124264_cov_2.80931_B1_start63890,63890,64602	True	26	chr21	129.270127946	5540460	-1
5985	NODE_1823_length_30903_cov_2.36866_B0_start900,3168	True	26	chr21	126.309727931	5665080	-1
5986	NODE_3213_length_21218_cov_2.69685_B0_start12553	True	26	chr21	126.309727931	5718060	52
5987	NODE_588_length_53403_cov_2.37924_B0_start28902,36659	True	26	chr21	130.157779988	5794380	-1
5988	NODE_683_length_49568_cov_2.59717_B1_start37500,45978,45978	True	26	chr21	130.157779988	5848140	54
5989	NODE_1245_length_38441_cov_2.77371___4576	False	26	chr21	130.157779988	5898060	-1
5990	NODE_2116_length_28272_cov_2.3631_B0_start5070,5187	True	26	chr21	130.157779988	5936820	-1
5991	NODE_6269_length_10807_cov_2.10661_B0_start7612,7612	True	26	chr21	130.157779988	6008100	-1
5992	NODE_7744_length_7990_cov_1.76065_B0_start3081	True	26	chr21	130.157779988	6049260	53
5993	NODE_717_length_48566_cov_2.3823_B1_start26923	True	12	chr22	0.0	0	-1
5994	NODE_1952_length_29665_cov_2.29592_B0_start20259,20259,20285,20285	True	12	chr22	0	48900	2
5995	NODE_2189_length_27751_cov_2.00174_B0_start7188	True	12	chr22	0	78900	1
5996	NODE_2767_length_23479_cov_2.06153_B0_start8402	True	12	chr22	0.0	106980	-1
5997	NODE_3628_length_19358_cov_1.97427___17989	False	12	chr22	0	130800	-1
5998	NODE_5576_length_12448_cov_1.71359_B0_start8666,9933	True	12	chr22	0.0	150480	-1
5999	NODE_909_length_44208_cov_2.76452_B1_start34725,34774	True	12	chr22	2.38140244946	227100	3
6000	NODE_3023_length_22155_cov_2.65668_B0_start7277	True	12	chr22	2.38140244946	271620	-1
6001	NODE_5221_length_13464_cov_2.67974_B0_start8100,8101	True	12	chr22	2.38140244946	294120	-1
6002	NODE_1992_length_29278_cov_2.58793_B0_start19164,19164,22726	True	12	chr22	3.43407290935	393120	4
6003	NODE_2145_length_28067_cov_2.82325_B1_start21122,21122	True	12	chr22	4.43410624469	450540	5
6004	NODE_409_length_62991_cov_2.48777_B0_start14816,15089,15167,15167,33305	True	12	chr22	6.39514190235	506340	6
6005	NODE_2142_length_28103_cov_2.58906_B0_start5395,8640	True	12	chr22	7.31259883576	597480	7
6006	NODE_2142_length_28103_cov_2.58906_B1_start10361,10615,10615,27640,27782	True	12	chr22	8.80524699325	597480	-1
6007	NODE_2799_length_23321_cov_2.5563_B0_start8606,12324	True	12	chr22	8.80524699325	690240	9
6008	NODE_9320_length_5827_cov_2.43759_B0_start5415,5475	True	12	chr22	8.80524699325	713880	8
6009	NODE_620_length_52150_cov_2.49434_B0_start15921,21183	True	12	chr22	9.95472290448	761280	10
6010	NODE_1144_length_39908_cov_2.74156_B0_start38377	True	12	chr22	9.95472290448	813780	12
6011	NODE_2746_length_23612_cov_2.15773_B0_start18102,18102	True	12	chr22	9.95472290448	854040	11
6012	NODE_4632_length_15479_cov_2.0239___5112	False	12	chr22	9.95472290448	877980	-1
6013	NODE_4632_length_15479_cov_2.0239___5112	False	12	chr22	9.95472290448	877980	-1
6014	NODE_4632_length_15479_cov_2.0239___5147	False	12	chr22	9.95472290448	877980	-1
6015	NODE_4632_length_15479_cov_2.0239___5147	False	12	chr22	9.95472290448	877980	-1
6016	NODE_8265_length_7195_cov_2.31533_B0_start4074	True	12	chr22	9.95472290448	893760	-1
6017	NODE_552_length_55167_cov_2.59067_B0_start14140,14140	True	12	chr22	10.9256271973	914940	13
6018	NODE_552_length_55167_cov_2.59067_B1_start42993,42993,48700,48971,49030	True	12	chr22	11.8780369459	914940	-1
6019	NODE_4536_length_15839_cov_2.60855_B0_start1983	True	12	chr22	11.8780369459	1046280	14
6020	NODE_1780_length_31357_cov_2.38375_B0_start25537	True	12	chr22	12.8304466944	1118580	15
6021	NODE_1929_length_29903_cov_2.31122_B0_start4515,4515,4591	True	12	chr22	12.8304466944	1150260	-1
6022	NODE_1937_length_29827_cov_2.67893_B0_start14463,19684	True	12	chr22	12.8304466944	1180500	-1
6023	NODE_2144_length_28077_cov_2.39383_B0_start10059	True	12	chr22	12.8304466944	1210680	17
6024	NODE_3512_length_19872_cov_3.13231___6433	False	12	chr22	12.8304466944	1239060	-1
6025	NODE_7292_length_8812_cov_2.60191___4448	False	12	chr22	12.8304466944	1259280	-1
6026	NODE_7512_length_8436_cov_2.73126___3472	False	12	chr22	12.8304466944	1268400	-1
6027	NODE_8420_length_6974_cov_2.16377_B0_start2891,2891	True	12	chr22	12.8304466944	1277160	-1
6028	NODE_8747_length_6533_cov_2.74399_B0_start2725,2762	True	12	chr22	12.8304466944	1284480	-1
6029	NODE_10775_length_4286_cov_2.1189_B0_start647	True	12	chr22	12.8304466944	1291320	16
6030	NODE_1781_length_31343_cov_2.81723_B0_start3463,7137,7447,19091	True	12	chr22	13.5153216516	1342140	-1
6031	NODE_1465_length_35267_cov_2.64771_B0_start29693,29693	True	12	chr22	13.5243619446	1373820	-1
6032	NODE_3945_length_18123_cov_2.65656_B0_start4105	True	12	chr22	13.6517744066	1409400	-1
6033	NODE_706_length_48818_cov_2.87171_B0_start9805,9909	True	12	chr22	15.9679015036	1556880	-1
6034	NODE_4902_length_14479_cov_2.4869_B0_start8405,11603	True	12	chr22	16.2157733397	1619520	-1
6035	NODE_512_length_57139_cov_2.72173_B2_start54456,55036	True	12	chr22	16.2340940976	1634340	-1
6036	NODE_1946_length_29715_cov_2.47354_B0_start7600	True	12	chr22	16.8539548615	1736520	-1
6037	NODE_933_length_43607_cov_2.58047_B0_start9015,9043	True	12	chr22	17.7123701726	1803840	-1
6038	NODE_1830_length_30864_cov_2.7195___8215	False	12	chr22	17.7123701726	1847760	-1
6039	NODE_2079_length_28690_cov_2.34729_B0_start8224	True	12	chr22	17.7123701726	1878960	18
6040	NODE_6830_length_9688_cov_2.29577_B0_start1383,1506,1506	True	12	chr22	17.7123701726	1908000	-1
6041	NODE_898_length_44381_cov_2.58078_B0_start9836	True	12	chr22	19.7534698986	2030700	19
6042	NODE_1007_length_42249_cov_2.64115_B0_start13120,22196,22204,22213	True	12	chr22	19.7534698986	2075400	20
6043	NODE_4664_length_15352_cov_2.50975_B0_start11152,11152	True	12	chr22	19.7534698986	2118000	21
6044	NODE_4863_length_14627_cov_2.24807_B0_start8671	True	12	chr22	19.7534698986	2133660	-1
6045	NODE_8382_length_7031_cov_2.3758_B0_start4152	True	12	chr22	19.7534698986	2148600	-1
6046	NODE_2477_length_25449_cov_3.13911_B0_start2863	True	12	chr22	20.372422047	2155980	-1
6047	NODE_2477_length_25449_cov_3.13911_B1_start22894,22961	True	12	chr22	20.9029458098	2155980	22
6048	NODE_5462_length_12750_cov_2.70999_B0_start11055,11055	True	12	chr22	20.3820934702	2181780	-1
6049	NODE_27_length_142324_cov_2.89122_B2_start122794,122794,126499	True	12	chr22	20.9029458098	2215440	-1
6050	NODE_27_length_142324_cov_2.89122_B1_start81719,81832,81834	True	12	chr22	23.7883616909	2215440	23
6051	NODE_27_length_142324_cov_2.89122_B1_start81719,81832,81834	True	12	chr22	23.7883616909	2448360	23
6052	NODE_27_length_142324_cov_2.89122_B0_start1457,1464,1514,7015,7594,12356,12391,19898,24851,24851,24926,24926	True	12	chr22	25.67537809	2448360	24
6053	NODE_154_length_84923_cov_2.6685_B0_start21862	True	12	chr22	26.7623774218	2601780	25
6054	NODE_1048_length_41642_cov_2.70638_B0_start21982	True	12	chr22	31.3109663321	2865000	26
6055	NODE_7881_length_7767_cov_2.7814___7087	False	12	chr22	31.3109663321	2907000	-1
6056	NODE_957_length_43231_cov_2.77243_B0_start24197,24331	True	12	chr22	32.3748362545	2995740	-1
6057	NODE_6968_length_9381_cov_2.6806_B0_start8442	True	12	chr22	32.3748362545	3049980	27
6058	NODE_1890_length_30147_cov_2.47582_B0_start24662,24978,24978	True	12	chr22	34.5028169754	3113760	28
6059	NODE_227_length_77216_cov_2.31123_B0_start46349,46349	True	12	chr22	37.5965871613	3144840	29
6060	NODE_227_length_77216_cov_2.31123_B1_start63840,63840,71787	True	12	chr22	39.7245678823	3144840	30
6061	NODE_4897_length_14491_cov_2.88802___9594	False	12	chr22	39.7245678823	3265980	-1
